s,C
 3.0000507E+001, 4.4470315E+001
 3.0062761E+001, 4.4514662E+001
 3.0125011E+001, 4.4557604E+001
 3.0186017E+001, 4.4598733E+001
 3.0242586E+001, 4.4636809E+001
 3.0305671E+001, 4.4675009E+001
 3.0360940E+001, 4.4714485E+001
 3.0422350E+001, 4.4756042E+001
 3.0483760E+001, 4.4800221E+001
 3.0545170E+001, 4.4843413E+001
 3.0600439E+001, 4.4884373E+001
 3.0661849E+001, 4.4928519E+001
 3.0723259E+001, 4.4980398E+001
 3.0784669E+001, 4.5033847E+001
 3.0841166E+001, 4.5082065E+001
 3.0901962E+001, 4.5125814E+001
 3.0962758E+001, 4.5173045E+001
 3.1023554E+001, 4.5227551E+001
 3.1084350E+001, 4.5283385E+001
 3.1144424E+001, 4.5334631E+001
 3.1204750E+001, 4.5380140E+001
 3.1261456E+001, 4.5421531E+001
 3.1324496E+001, 4.5462574E+001
 3.1382892E+001, 4.5505210E+001
 3.1441867E+001, 4.5552643E+001
 3.1501473E+001, 4.5606303E+001
 3.1564147E+001, 4.5662840E+001
 3.1623404E+001, 4.5718525E+001
 3.1681750E+001, 4.5771592E+001
 3.1740096E+001, 4.5826385E+001
 3.1804276E+001, 4.5885214E+001
 3.1866122E+001, 4.5944435E+001
 3.1925809E+001, 4.5999379E+001
 3.1981578E+001, 4.6050362E+001
 3.2045081E+001, 4.6102666E+001
 3.2102234E+001, 4.6156050E+001
 3.2165737E+001, 4.6207080E+001
 3.2222890E+001, 4.6254041E+001
 3.2280042E+001, 4.6296701E+001
 3.2342738E+001, 4.6342721E+001
 3.2400388E+001, 4.6390842E+001
 3.2464412E+001, 4.6439290E+001
 3.2524778E+001, 4.6486591E+001
 3.2585144E+001, 4.6530058E+001
 3.2645510E+001, 4.6570622E+001
 3.2705876E+001, 4.6607729E+001
 3.2762742E+001, 4.6641426E+001
 3.2824172E+001, 4.6675944E+001
 3.2883069E+001, 4.6714539E+001
 3.2941712E+001, 4.6753709E+001
 3.3003148E+001, 4.6791482E+001
 3.3061512E+001, 4.6824746E+001
 3.3122333E+001, 4.6855311E+001
 3.3183154E+001, 4.6889027E+001
 3.3240600E+001, 4.6929678E+001
 3.3305654E+001, 4.6978304E+001
 3.3361245E+001, 4.7028588E+001
 3.3426299E+001, 4.7079584E+001
 3.3483547E+001, 4.7131624E+001
 3.3540173E+001, 4.7178511E+001
 3.3600622E+001, 4.7225014E+001
 3.3663093E+001, 4.7271869E+001
 3.3723551E+001, 4.7318267E+001
 3.3783505E+001, 4.7363759E+001
 3.3841141E+001, 4.7408291E+001
 3.3902102E+001, 4.7453486E+001
 3.3963673E+001, 4.7502491E+001
 3.4024025E+001, 4.7559262E+001
 3.4084376E+001, 4.7623806E+001
 3.4144728E+001, 4.7692127E+001
 3.4204379E+001, 4.7759770E+001
 3.4264432E+001, 4.7825434E+001
 3.4324484E+001, 4.7889183E+001
 3.4381533E+001, 4.7948975E+001
 3.4445609E+001, 4.8009224E+001
 3.4505115E+001, 4.8068353E+001
 3.4565445E+001, 4.8121835E+001
 3.4620748E+001, 4.8167320E+001
 3.4682964E+001, 4.8208128E+001
 3.4745179E+001, 4.8251056E+001
 3.4800482E+001, 4.8295769E+001
 3.4865463E+001, 4.8344509E+001
 3.4925172E+001, 4.8394950E+001
 3.4980231E+001, 4.8439346E+001
 3.5044341E+001, 4.8483679E+001
 3.5102624E+001, 4.8530033E+001
 3.5160840E+001, 4.8579647E+001
 3.5221609E+001, 4.8634686E+001
 3.5283270E+001, 4.8691757E+001
 3.5345391E+001, 4.8749012E+001
 3.5405440E+001, 4.8804053E+001
 3.5464414E+001, 4.8856411E+001
 3.5523387E+001, 4.8906521E+001
 3.5581771E+001, 4.8954943E+001
 3.5640154E+001, 4.9001606E+001
 3.5705025E+001, 4.9050170E+001
 3.5764706E+001, 4.9098901E+001
 3.5821792E+001, 4.9144453E+001
 3.5886014E+001, 4.9191200E+001
 3.5943100E+001, 4.9235805E+001
 3.6006219E+001, 4.9275694E+001
 3.6063026E+001, 4.9314473E+001
 3.6126145E+001, 4.9355835E+001
 3.6182952E+001, 4.9400842E+001
 3.6246071E+001, 4.9446165E+001
 3.6302877E+001, 4.9488549E+001
 3.6365365E+001, 4.9528875E+001
 3.6420910E+001, 4.9570662E+001
 3.6483965E+001, 4.9617909E+001
 3.6542770E+001, 4.9668913E+001
 3.6604516E+001, 4.9719370E+001
 3.6662733E+001, 4.9767689E+001
 3.6725795E+001, 4.9811724E+001
 3.6781040E+001, 4.9852377E+001
 3.6842422E+001, 4.9898714E+001
 3.6904875E+001, 4.9954003E+001
 3.6963594E+001, 5.0007973E+001
 3.7020551E+001, 5.0057511E+001
 3.7085141E+001, 5.0107607E+001
 3.7145314E+001, 5.0158037E+001
 3.7206015E+001, 5.0205564E+001
 3.7260155E+001, 5.0249114E+001
 3.7320310E+001, 5.0290001E+001
 3.7380465E+001, 5.0331281E+001
 3.7441823E+001, 5.0371575E+001
 3.7501376E+001, 5.0410844E+001
 3.7560930E+001, 5.0450406E+001
 3.7620704E+001, 5.0493200E+001
 3.7681485E+001, 5.0538417E+001
 3.7745181E+001, 5.0585077E+001
 3.7805160E+001, 5.0629387E+001
 3.7863548E+001, 5.0668545E+001
 3.7925438E+001, 5.0705012E+001
 3.7981957E+001, 5.0738796E+001
 3.8045384E+001, 5.0771557E+001
 3.8106273E+001, 5.0805572E+001
 3.8162088E+001, 5.0837159E+001
 3.8224880E+001, 5.0868179E+001
 3.8280654E+001, 5.0897797E+001
 3.8341818E+001, 5.0926962E+001
 3.8402601E+001, 5.0959803E+001
 3.8462673E+001, 5.0999282E+001
 3.8522744E+001, 5.1046624E+001
 3.8581724E+001, 5.1098067E+001
 3.8641795E+001, 5.1150932E+001
 3.8706853E+001, 5.1207078E+001
 3.8761242E+001, 5.1257887E+001
 3.8823865E+001, 5.1300103E+001
 3.8886489E+001, 5.1339450E+001
 3.8942154E+001, 5.1378093E+001
 3.9004778E+001, 5.1423619E+001
 3.9060443E+001, 5.1472292E+001
 3.9123067E+001, 5.1521097E+001
 3.9185690E+001, 5.1571584E+001
 3.9241867E+001, 5.1616136E+001
 3.9304285E+001, 5.1654865E+001
 3.9360461E+001, 5.1690550E+001
 3.9421007E+001, 5.1728723E+001
 3.9482801E+001, 5.1774238E+001
 3.9540796E+001, 5.1820048E+001
 3.9601859E+001, 5.1864329E+001
 3.9660328E+001, 5.1906500E+001
 3.9721987E+001, 5.1947645E+001
 3.9780456E+001, 5.1987987E+001
 3.9840095E+001, 5.2026406E+001
 3.9904411E+001, 5.2064895E+001
 3.9964225E+001, 5.2103476E+001
 4.0020824E+001, 5.2143853E+001
 4.0084497E+001, 5.2188741E+001
 4.0141095E+001, 5.2233384E+001
 4.0204398E+001, 5.2274498E+001
 4.0266249E+001, 5.2313936E+001
 4.0321228E+001, 5.2348984E+001
 4.0383079E+001, 5.2383806E+001
 4.0444930E+001, 5.2420726E+001
 4.0506781E+001, 5.2461744E+001
 4.0563343E+001, 5.2514248E+001
 4.0624510E+001, 5.2574214E+001
 4.0685678E+001, 5.2636481E+001
 4.0744474E+001, 5.2693033E+001
 4.0804529E+001, 5.2746026E+001
 4.0862477E+001, 5.2796366E+001
 4.0926220E+001, 5.2846230E+001
 4.0984239E+001, 5.2894724E+001
 4.1045904E+001, 5.2942320E+001
 4.1102636E+001, 5.2989636E+001
 4.1163685E+001, 5.3035929E+001
 4.1224733E+001, 5.3082405E+001
 4.1285782E+001, 5.3126931E+001
 4.1340047E+001, 5.3166588E+001
 4.1404891E+001, 5.3204932E+001
 4.1463706E+001, 5.3243896E+001
 4.1520992E+001, 5.3279446E+001
 4.1581325E+001, 5.3315075E+001
 4.1641659E+001, 5.3350963E+001
 4.1701992E+001, 5.3385990E+001
 4.1762325E+001, 5.3419794E+001
 4.1824141E+001, 5.3452407E+001
 4.1880337E+001, 5.3482057E+001
 4.1945524E+001, 5.3508648E+001
 4.2001158E+001, 5.3531963E+001
 4.2062973E+001, 5.3553724E+001
 4.2124789E+001, 5.3577730E+001
 4.2180423E+001, 5.3601547E+001
 4.2242238E+001, 5.3624887E+001
 4.2302683E+001, 5.3648658E+001
 4.2363140E+001, 5.3671895E+001
 4.2420849E+001, 5.3695627E+001
 4.2481306E+001, 5.3726512E+001
 4.2546600E+001, 5.3768763E+001
 4.2606453E+001, 5.3812540E+001
 4.2666305E+001, 5.3852449E+001
 4.2726158E+001, 5.3889953E+001
 4.2786010E+001, 5.3926392E+001
 4.2841208E+001, 5.3962205E+001
 4.2907046E+001, 5.4002248E+001
 4.2965568E+001, 5.4044022E+001
 4.3023407E+001, 5.4081422E+001
 4.3080246E+001, 5.4113913E+001
 4.3143400E+001, 5.4142802E+001
 4.3200871E+001, 5.4169422E+001
 4.3263394E+001, 5.4196976E+001
 4.3325916E+001, 5.4230712E+001
 4.3381492E+001, 5.4265231E+001
 4.3444710E+001, 5.4299492E+001
 4.3505843E+001, 5.4333999E+001
 4.3560438E+001, 5.4364055E+001
 4.3621456E+001, 5.4391802E+001
 4.3682475E+001, 5.4418469E+001
 4.3744713E+001, 5.4442920E+001
 4.3805121E+001, 5.4466540E+001
 4.3860831E+001, 5.4489743E+001
 4.3927280E+001, 5.4515363E+001
 4.3986346E+001, 5.4542242E+001
 4.4045411E+001, 5.4568839E+001
 4.4104477E+001, 5.4596678E+001
 4.4163543E+001, 5.4623343E+001
 4.4222608E+001, 5.4648249E+001
 4.4280919E+001, 5.4673342E+001
 4.4340575E+001, 5.4698930E+001
 4.4400231E+001, 5.4723560E+001
 4.4466516E+001, 5.4748207E+001
 4.4526172E+001, 5.4773977E+001
 4.4585828E+001, 5.4802448E+001
 4.4640179E+001, 5.4833110E+001
 4.4704989E+001, 5.4866593E+001
 4.4763317E+001, 5.4900656E+001
 4.4824872E+001, 5.4933193E+001
 4.4881546E+001, 5.4964953E+001
 4.4940977E+001, 5.4996244E+001
 4.5002473E+001, 5.5028582E+001
 4.5063969E+001, 5.5060716E+001
 4.5125466E+001, 5.5090788E+001
 4.5181371E+001, 5.5117944E+001
 4.5243986E+001, 5.5144927E+001
 4.5303939E+001, 5.5172716E+001
 4.5362562E+001, 5.5198924E+001
 4.5421723E+001, 5.5223869E+001
 4.5480883E+001, 5.5247597E+001
 4.5540044E+001, 5.5269843E+001
 4.5604529E+001, 5.5291477E+001
 4.5663098E+001, 5.5312084E+001
 4.5726873E+001, 5.5334171E+001
 4.5786230E+001, 5.5364641E+001
 4.5843052E+001, 5.5401235E+001
 4.5906188E+001, 5.5440789E+001
 4.5963010E+001, 5.5479201E+001
 4.6026146E+001, 5.5514680E+001
 4.6082968E+001, 5.5546368E+001
 4.6142947E+001, 5.5573125E+001
 4.6204504E+001, 5.5597970E+001
 4.6263749E+001, 5.5622648E+001
 4.6325423E+001, 5.5650832E+001
 4.6385725E+001, 5.5683272E+001
 4.6443129E+001, 5.5716170E+001
 4.6500532E+001, 5.5747366E+001
 4.6564314E+001, 5.5778742E+001
 4.6621718E+001, 5.5810169E+001
 4.6685500E+001, 5.5848059E+001
 4.6746730E+001, 5.5893259E+001
 4.6804261E+001, 5.5936635E+001
 4.6866002E+001, 5.5979326E+001
 4.6921845E+001, 5.6020753E+001
 4.6985650E+001, 5.6061975E+001
 4.7041465E+001, 5.6101094E+001
 4.7103618E+001, 5.6137075E+001
 4.7160592E+001, 5.6170785E+001
 4.7225542E+001, 5.6202665E+001
 4.7281946E+001, 5.6232682E+001
 4.7344617E+001, 5.6260838E+001
 4.7401021E+001, 5.6288442E+001
 4.7465131E+001, 5.6316007E+001
 4.7520302E+001, 5.6342551E+001
 4.7583393E+001, 5.6366850E+001
 4.7642879E+001, 5.6389249E+001
 4.7705670E+001, 5.6410935E+001
 4.7763834E+001, 5.6434240E+001
 4.7821998E+001, 5.6459305E+001
 4.7884398E+001, 5.6485787E+001
 4.7943004E+001, 5.6511213E+001
 4.8001610E+001, 5.6534409E+001
 4.8060216E+001, 5.6556718E+001
 4.8120810E+001, 5.6578236E+001
 4.8182993E+001, 5.6599780E+001
 4.8246328E+001, 5.6623666E+001
 4.8303329E+001, 5.6649178E+001
 4.8362231E+001, 5.6677069E+001
 4.8424932E+001, 5.6710812E+001
 4.8484522E+001, 5.6747778E+001
 4.8540559E+001, 5.6782545E+001
 4.8602804E+001, 5.6815806E+001
 4.8662632E+001, 5.6848578E+001
 4.8722460E+001, 5.6880217E+001
 4.8786941E+001, 5.6912372E+001
 4.8845439E+001, 5.6944320E+001
 4.8903937E+001, 5.6977047E+001
 4.8963540E+001, 5.7011394E+001
 4.9021370E+001, 5.7046647E+001
 4.9080835E+001, 5.7082793E+001
 4.9144342E+001, 5.7121208E+001
 4.9201498E+001, 5.7161263E+001
 4.9265005E+001, 5.7205767E+001
 4.9322161E+001, 5.7252179E+001
 4.9385033E+001, 5.7297660E+001
 4.9440919E+001, 5.7338964E+001
 4.9503790E+001, 5.7376191E+001
 4.9566662E+001, 5.7411817E+001
 4.9622548E+001, 5.7443028E+001
 4.9685420E+001, 5.7473846E+001
 4.9741306E+001, 5.7506287E+001
 4.9804177E+001, 5.7540213E+001
 4.9860762E+001, 5.7573393E+001
 4.9922236E+001, 5.7601580E+001
 4.9983711E+001, 5.7627898E+001
 5.0048259E+001, 5.7656622E+001
 5.0106322E+001, 5.7687733E+001
 5.0165091E+001, 5.7717851E+001
 5.0221657E+001, 5.7746673E+001
 5.0286303E+001, 5.7774306E+001
 5.0342869E+001, 5.7800055E+001
 5.0401430E+001, 5.7822198E+001
 5.0464213E+001, 5.7843295E+001
 5.0525054E+001, 5.7865891E+001
 5.0580364E+001, 5.7890014E+001
 5.0643141E+001, 5.7914555E+001
 5.0703374E+001, 5.7937498E+001
 5.0760261E+001, 5.7957599E+001
 5.0823391E+001, 5.7978386E+001
 5.0885144E+001, 5.8001401E+001
 5.0941114E+001, 5.8024184E+001
 5.1005760E+001, 5.8048922E+001
 5.1066711E+001, 5.8075938E+001
 5.1120890E+001, 5.8101973E+001
 5.1181842E+001, 5.8130143E+001
 5.1241406E+001, 5.8160332E+001
 5.1302191E+001, 5.8186733E+001
 5.1362977E+001, 5.8206366E+001
 5.1423763E+001, 5.8223534E+001
 5.1481510E+001, 5.8244954E+001
 5.1541688E+001, 5.8270795E+001
 5.1607215E+001, 5.8298643E+001
 5.1666055E+001, 5.8324620E+001
 5.1724896E+001, 5.8347726E+001
 5.1782793E+001, 5.8369463E+001
 5.1845088E+001, 5.8391806E+001
 5.1904034E+001, 5.8414329E+001
 5.1962979E+001, 5.8434825E+001
 5.2025890E+001, 5.8454234E+001
 5.2084547E+001, 5.8477195E+001
 5.2143204E+001, 5.8507268E+001
 5.2201861E+001, 5.8540298E+001
 5.2260517E+001, 5.8573229E+001
 5.2321781E+001, 5.8604761E+001
 5.2386304E+001, 5.8635056E+001
 5.2443520E+001, 5.8662346E+001
 5.2506079E+001, 5.8688852E+001
 5.2564884E+001, 5.8717462E+001
 5.2625441E+001, 5.8747599E+001
 5.2685999E+001, 5.8778282E+001
 5.2746556E+001, 5.8808376E+001
 5.2805525E+001, 5.8837569E+001
 5.2866508E+001, 5.8866367E+001
 5.2920715E+001, 5.8893434E+001
 5.2981697E+001, 5.8919626E+001
 5.3042680E+001, 5.8946845E+001
 5.3103663E+001, 5.8973951E+001
 5.3160580E+001, 5.9000313E+001
 5.3220208E+001, 5.9026213E+001
 5.3287289E+001, 5.9054590E+001
 5.3341155E+001, 5.9082131E+001
 5.3401075E+001, 5.9107651E+001
 5.3466809E+001, 5.9134532E+001
 5.3524082E+001, 5.9157297E+001
 5.3585545E+001, 5.9175531E+001
 5.3643385E+001, 5.9190466E+001
 5.3703650E+001, 5.9204240E+001
 5.3764130E+001, 5.9219797E+001
 5.3824610E+001, 5.9237581E+001
 5.3885090E+001, 5.9255816E+001
 5.3940127E+001, 5.9274626E+001
 5.4000002E+001, 5.9297056E+001
 5.4062538E+001, 5.9322324E+001
 5.4125773E+001, 5.9347341E+001
 5.4183750E+001, 5.9369670E+001
 5.4245497E+001, 5.9389714E+001
 5.4302657E+001, 5.9408474E+001
 5.4362358E+001, 5.9426785E+001
 5.4425235E+001, 5.9445947E+001
 5.4481125E+001, 5.9464099E+001
 5.4543883E+001, 5.9486182E+001
 5.4603994E+001, 5.9520653E+001
 5.4665343E+001, 5.9562551E+001
 5.4725329E+001, 5.9606128E+001
 5.4786086E+001, 5.9648253E+001
 5.4840998E+001, 5.9687307E+001
 5.4905716E+001, 5.9725366E+001
 5.4963243E+001, 5.9761285E+001
 5.5024333E+001, 5.9793228E+001
 5.5086401E+001, 5.9823424E+001
 5.5143296E+001, 5.9848076E+001
 5.5204605E+001, 5.9867042E+001
 5.5260516E+001, 5.9882724E+001
 5.5322639E+001, 5.9899262E+001
 5.5384762E+001, 5.9920266E+001
 5.5440674E+001, 5.9941989E+001
 5.5502797E+001, 5.9963421E+001
 5.5564920E+001, 5.9984003E+001
 5.5626423E+001, 6.0002622E+001
 5.5681091E+001, 6.0019883E+001
 5.5742593E+001, 6.0038582E+001
 5.5804095E+001, 6.0061080E+001
 5.5865598E+001, 6.0086135E+001
 5.5924937E+001, 6.0111150E+001
 5.5986061E+001, 6.0135663E+001
 5.6041074E+001, 6.0159961E+001
 5.6102199E+001, 6.0185765E+001
 5.6162712E+001, 6.0213828E+001
 5.6223226E+001, 6.0241938E+001
 5.6285757E+001, 6.0270511E+001
 5.6344926E+001, 6.0298168E+001
 5.6404094E+001, 6.0323236E+001
 5.6463263E+001, 6.0345660E+001
 5.6522432E+001, 6.0365235E+001
 5.6581601E+001, 6.0382139E+001
 5.6643718E+001, 6.0397171E+001
 5.6703610E+001, 6.0411087E+001
 5.6763502E+001, 6.0422964E+001
 5.6823394E+001, 6.0430755E+001
 5.6882367E+001, 6.0435084E+001
 5.6941339E+001, 6.0441554E+001
 5.7000311E+001, 6.0450615E+001
 5.7063412E+001, 6.0459558E+001
 5.7126335E+001, 6.0467335E+001
 5.7183896E+001, 6.0474646E+001
 5.7240624E+001, 6.0482272E+001
 5.7303655E+001, 6.0489780E+001
 5.7365178E+001, 6.0496463E+001
 5.7421109E+001, 6.0503879E+001
 5.7481514E+001, 6.0515955E+001
 5.7546114E+001, 6.0535042E+001
 5.7604088E+001, 6.0560267E+001
 5.7662950E+001, 6.0586821E+001
 5.7721811E+001, 6.0613047E+001
 5.7780673E+001, 6.0636265E+001
 5.7846074E+001, 6.0657629E+001
 5.7905522E+001, 6.0678087E+001
 5.7961956E+001, 6.0695659E+001
 5.8020801E+001, 6.0709919E+001
 5.8084818E+001, 6.0724152E+001
 5.8143497E+001, 6.0743001E+001
 5.8201564E+001, 6.0764668E+001
 5.8265181E+001, 6.0784756E+001
 5.8321310E+001, 6.0803119E+001
 5.8385297E+001, 6.0824508E+001
 5.8440865E+001, 6.0846986E+001
 5.8505694E+001, 6.0868340E+001
 5.8560027E+001, 6.0887405E+001
 5.8621152E+001, 6.0904561E+001
 5.8682276E+001, 6.0922841E+001
 5.8743401E+001, 6.0942381E+001
 5.8804525E+001, 6.0962289E+001
 5.8865650E+001, 6.0981250E+001
 5.8926774E+001, 6.0999242E+001
 5.8981107E+001, 6.1016148E+001
 5.9042232E+001, 6.1033793E+001
 5.9101225E+001, 6.1052356E+001
 5.9164208E+001, 6.1070763E+001
 5.9221466E+001, 6.1088939E+001
 5.9284449E+001, 6.1108314E+001
 5.9341707E+001, 6.1128518E+001
 5.9402400E+001, 6.1147811E+001
 5.9465383E+001, 6.1166777E+001
 5.9522068E+001, 6.1184792E+001
 5.9585052E+001, 6.1204142E+001
 5.9641737E+001, 6.1225296E+001
 5.9700132E+001, 6.1247196E+001
 5.9760511E+001, 6.1270958E+001
 5.9820721E+001, 6.1295514E+001
 5.9882173E+001, 6.1320211E+001
 5.9943624E+001, 6.1344957E+001
 6.0000000E+001, 6.1367507E+001
